model,eviews,AS,PS,AI,BL,stata,vscode,vmware,vivado,unreal,windows_common,word,inventor,premiere,macos_common,linux_common,pycharm,origin,quartus,solidworks,davinci_macos,excel_macos,fruitloops,CAD,powerpoint_windows,matlab,AVG
qwen3-vl-235b,,,,38.7,,,72.7,68.3,,,,,48.6,,61.5,72,,,,,,,61.4,,,78.5,
